"iso3c","year","passengers","freight","departures"
"MLT",2020,549319,3,6289
"MLT",2021,597724,3,5635
"MMR",1973,405000,2,23500
"MMR",1974,388300,2,17900
"MMR",1975,391300,1,17100
"MMR",1976,396000,1,17200
"MMR",1977,410000,1,17400
"MMR",1978,425000,1,17400
"MMR",1979,460000,1,18500
"MMR",1980,481000,2,19400
"MMR",1981,500000,2,19500
"MMR",1982,515000,2,21500
"MMR",1983,517000,2,22300
"MMR",1984,487000,2,21700
"MMR",1985,509000,2,22500
"MMR",1986,511000,2,22500
"MMR",1987,512000,2,22500
"MMR",1988,516000,2,22600
"MMR",1989,308000,1,13800
"MMR",1990,318500,1,13800
"MMR",1991,318500,1,13800
"MMR",1992,318500,1,13800
"MMR",1993,318500,1,13800
"MMR",1994,318500,1,13800
"MMR",1995,334500,1,14500
"MMR",1996,334500,1,14500
"MMR",1997,334500,8,14500
"MMR",1998,333200,7,14700
"MMR",1999,536800,6,11300
"MMR",2000,437600,1,10329
"MMR",2001,398216,1,9709
"MMR",2002,1186162,2,20624
"MMR",2003,1117208,2,20611
"MMR",2004,1392244,2,24729
"MMR",2005,1503624,3,26460
"MMR",2006,1620895,3,28700
"MMR",2007,1662866,3,29235
"MMR",2008,1637923,3,29514
"MMR",2009,1527346,3,28499
"MMR",2010,924207,2,20485
"MMR",2011,1539676,4,32354
"MMR",2012,1663425,4,37799
"MMR",2013,1572120,3,38028
"MMR",2014,1926969,4,49599
"MMR",2015,2095503,3,51652
"MMR",2016,2741388,5,65643
"MMR",2017,3149037,5,62480
"MMR",2018,3407788,5,64398
"MMR",2019,3701664,8,64320
"MMR",2020,1506582,1,30408
"MMR",2021,1132656,18,20653
"MNE",2001,121737,0,2411
"MNE",2003,287111,43,4978
"MNE",2004,337046,0,4974
"MNE",2005,383140,0,5560
"MNE",2010,659355,0,10064
"MNE",2011,523356,0,7707
"MNE",2012,544519,0,7485
"MNE",2013,528852,0,7164
"MNE",2014,503040,,6492
"MNE",2015,526980,,6864
"MNE",2016,544597,0,6842
"MNE",2017,507637,0,6436
"MNE",2018,565522,0,6887
"MNE",2019,597380,0,7192
"MNE",2021,1589,0,20
"MNG",1991,615700,1,9800
"MNG",1992,590600,1,17900
"MNG",1993,630000,3,10000
"MNG",1994,630000,3,10000
"MNG",1995,661500,3,10500
"MNG",1996,661500,3,10500
"MNG",1997,240200,1,4900
"MNG",1998,239700,7,4900
"MNG",1999,224700,8,2200
"MNG",2000,253917,8,6200
"MNG",2001,255298,7,5947
"MNG",2002,269886,8,6264
"MNG",2003,294880,8,7358
"MNG",2004,310158,6,6702
"MNG",2005,295252,6,5332
"MNG",2006,347998,6,6169
"MNG",2007,380708,5,6158
"MNG",2008,364470,6,5592
"MNG",2009,257233,3,4783
"MNG",2010,391188,4,6528
"MNG",2011,496649,7,7194
"MNG",2012,626470,9,9611
"MNG",2013,585864,9,4212
"MNG",2014,683254,13,5706
"MNG",2015,529311,8,5219
"MNG",2016,537853,8,6009
"MNG",2017,602775,8,5277
"MNG",2018,670360,8,7777
"MNG",2019,744413,7,8310
"MNG",2020,143860,1,3166
"MNG",2021,61614,0,1435
"MOZ",1975,119500,5,4600
"MOZ",1976,248900,5,8000
"MOZ",1977,225200,5,4300
"MOZ",1978,266400,7,5300
"MOZ",1979,273000,10,5500
"MOZ",1980,282200,9,6100
"MOZ",1981,291500,9,5400
"MOZ",1982,391100,10,5500
"MOZ",1983,404700,15,6200
"MOZ",1984,325200,12,4500
"MOZ",1985,207700,9,2500
"MOZ",1986,226400,10,2900
"MOZ",1987,210600,9,3300
"MOZ",1988,235000,10,4700
"MOZ",1989,242900,10,4900
"MOZ",1990,279500,9,5600
"MOZ",1991,282800,9,5100
"MOZ",1992,224700,9,4400
"MOZ",1993,206200,10,3700
"MOZ",1994,220700,11,3800
"MOZ",1995,168200,6,3200
"MOZ",1996,163400,5,3800
"MOZ",1997,188400,5,4600
"MOZ",1998,200700,6,5000
"MOZ",1999,234800,7,5900
"MOZ",2000,259568,7,6698
"MOZ",2001,264216,7,7257
"MOZ",2002,281513,7,7501
"MOZ",2003,280516,7,7662
"MOZ",2004,293873,5,8585
"MOZ",2005,346830,5,9768
"MOZ",2006,350314,5,10490
"MOZ",2007,443010,6,10791
"MOZ",2008,461125,7,10943
"MOZ",2009,490019,6,11260
"MOZ",2010,558192,6,13705
"MOZ",2011,577020,8,12957
"MOZ",2012,559609,5,13263
"MOZ",2013,701472,6,19596
"MOZ",2014,739637,5,19764
"MOZ",2015,676028,5,18924
"MOZ",2016,632965,4,15911
"MOZ",2017,569211,4,11955
"MOZ",2018,540124,5,10479
"MOZ",2019,587364,6,12178
"MOZ",2020,327742,2,6779
"MOZ",2021,411739,3,7583
"MRT",1973,72700,9,4000
"MRT",1974,78300,11,3900
"MRT",1975,84500,12,4200
"MRT",1976,94400,14,4400
"MRT",1977,105400,14,4700
"MRT",1978,117200,15,4700
"MRT",1979,124300,18,4800
"MRT",1980,141100,18,4900
"MRT",1981,144100,22,4800
"MRT",1982,147300,22,4900
"MRT",1983,148500,19,4900
"MRT",1984,201700,18,4000
"MRT",1985,213800,19,4100
"MRT",1986,233400,17,4400
"MRT",1987,216100,16,4100
"MRT",1988,216100,16,4200
"MRT",1989,220400,18,4200
"MRT",1990,222700,18,3600
"MRT",1991,212700,16,4300
"MRT",1992,212700,15,4200
"MRT",1993,214600,14,4400
"MRT",1994,215600,15,4400
"MRT",1995,227900,16,4600
"MRT",1996,234800,17,4800
"MRT",1997,245200,16,4900
"MRT",1998,249600,14,4900
"MRT",1999,187400,14,3600
"MRT",2000,185061,13,3761
"MRT",2001,155687,7,2230
"MRT",2002,105541,0,1510
"MRT",2003,116136,0,1612
"MRT",2004,128329,0,1686
"MRT",2005,138595,0,1720
"MRT",2006,149188,0,1725
"MRT",2007,154662,0,1833
"MRT",2008,153895,0,1159
"MRT",2009,142355,0,1114
"MRT",2010,524818,0,6373
"MRT",2011,381076,0,4235
"MRT",2012,325240,0,3077
"MRT",2013,261696,0,3984
"MRT",2014,271212,,4044
"MRT",2015,248158,,4277
"MRT",2016,280215,,4307
"MRT",2017,418817,,5331
"MRT",2018,379211,0,4910
"MRT",2019,386621,0,5566
"MRT",2020,100904,,2205
"MRT",2021,207225,,4104
"MUS",1973,24000,0,300
"MUS",1974,28000,0,400
"MUS",1975,30000,0,400
"MUS",1976,33000,0,400
"MUS",1977,30100,0,1300
"MUS",1978,55000,2,1400
"MUS",1979,82300,3,4200
"MUS",1980,83700,2,5300
"MUS",1981,102200,2,5000
"MUS",1982,106400,3,5100
"MUS",1983,122900,3,5400
"MUS",1984,155000,8,6000
"MUS",1985,182800,16,6400
"MUS",1986,199700,17,6500
"MUS",1987,285400,29,5800
"MUS",1988,383700,58,5900
"MUS",1989,423800,55,6400
"MUS",1990,519700,64,8400
"MUS",1991,525300,66,7700
"MUS",1992,578100,75,7700
"MUS",1993,581900,79,8000
"MUS",1994,635900,88,8200
"MUS",1995,675800,116,8900
"MUS",1996,716900,128,9400
"MUS",1997,803900,164,11000
"MUS",1998,847500,161,11000
"MUS",1999,823200,177,10700
"MUS",2000,949085,183,12162
"MUS",2001,1002282,174,12269
"MUS",2002,1029466,186,12720
"MUS",2003,1042773,187,12969
"MUS",2004,1088696,220,14791
"MUS",2005,1145737,212,14743
"MUS",2006,1056496,195,13692
"MUS",2007,1277957,203,12090
"MUS",2008,1256746,191,11742
"MUS",2009,1092580,153,11144
"MUS",2010,1265458,179,11750
"MUS",2011,1321491,178,12353
"MUS",2012,1313976,172,12258
"MUS",2013,1318052,172,12079
"MUS",2014,1354388,193,12131
"MUS",2015,1466527,169,12646
"MUS",2016,1593666,157,13614
"MUS",2017,1674395,196,14842
"MUS",2018,1745291,234,14940
"MUS",2019,1726868,214,14937
"MUS",2020,407291,62,4319
"MUS",2021,153242,87,2348
"MWI",1973,90400,1,4300
"MWI",1974,98300,1,4300
"MWI",1975,122400,3,5000
"MWI",1976,93700,4,3900
"MWI",1977,100300,7,4900
"MWI",1978,106400,7,4700
"MWI",1979,111700,5,4200
"MWI",1980,94000,1,3300
"MWI",1981,107600,1,3500
"MWI",1982,130300,1,4500
"MWI",1983,96900,1,3700
"MWI",1984,127000,1,6000
"MWI",1985,140400,1,5700
"MWI",1986,140200,1,4400
"MWI",1987,114200,1,3000
"MWI",1988,115800,1,1600
"MWI",1989,121200,1,3500
"MWI",1990,120300,1,3600
"MWI",1991,120100,1,4000
"MWI",1992,121400,2,3800
"MWI",1993,132100,3,3300
"MWI",1994,141600,3,3400
"MWI",1995,148700,4,3500
"MWI",1996,152500,4,3500
"MWI",1997,158300,4,3600
"MWI",1998,157700,4,3600
"MWI",1999,112300,1,4400
"MWI",2000,115831,1,4806
"MWI",2001,112560,1,4708
"MWI",2002,104711,1,4620
"MWI",2003,108854,1,4940
"MWI",2004,122477,1,5290
"MWI",2005,132275,1,5446
"MWI",2006,145747,2,5528
"MWI",2007,154837,1,5888
"MWI",2008,159917,2,4416
"MWI",2009,157007,1,4376
"MWI",2010,91520,1,3340
"MWI",2011,82710,1,3172
"MWI",2012,53519,0,3201
"MWI",2013,5856,0,1644
"MWI",2014,5856,0,1644
"MWI",2015,6011,0,1687
"MWI",2016,6744,0,1818
"MWI",2017,10545,0,2327
"MWI",2018,10545,0,2327
"MWI",2019,7117,0,1354
"MWI",2020,1792,0,367
"MWI",2021,1290,0,405
"MYS",1973,1864400,8,63400
"MYS",1974,2331900,19,70700
"MYS",1975,2503600,27,72800
"MYS",1976,2671000,33,73700
"MYS",1977,2864700,45,71000
"MYS",1978,3096000,82,71900
"MYS",1979,3489500,69,75100
"MYS",1980,4516400,110,88600
"MYS",1981,5347700,130,97800
"MYS",1982,5241700,141,95800
"MYS",1983,5360900,163,95100
"MYS",1984,5685400,193,95100
"MYS",1985,5687000,200,94700
"MYS",1986,6310500,259,94100
"MYS",1987,7396100,343,101400
"MYS",1988,7683600,373,109400
"MYS",1989,8694600,404,111900
"MYS",1990,10241500,574,130500
"MYS",1991,11837400,714,145800
"MYS",1992,12756900,764,164800
"MYS",1993,13101300,678,164500
"MYS",1994,14249800,797,175000
"MYS",1995,15417800,1199,178200
"MYS",1996,15117600,1415,188300
"MYS",1997,15591600,1426,194100
"MYS",1998,13654400,1376,174000
"MYS",1999,14984600,1425,164800
"MYS",2000,16560793,1864,169263
"MYS",2001,16107156,1775,169840
"MYS",2002,16281275,1924,189382
"MYS",2003,16704600,2179,166716
"MYS",2004,19226564,2599,170054
"MYS",2005,20369086,2578,176152
"MYS",2006,17833364,2597,163665
"MYS",2007,21325754,2662,185052
"MYS",2008,22420870,2444,176549
"MYS",2009,23766316,2853,182002
"MYS",2010,34239014,2565,302185
"MYS",2011,38218609,2193,336401
"MYS",2012,39165195,1944,343382
"MYS",2013,47995842,2162,430334
"MYS",2014,49673884,2193,443319
"MYS",2015,50345820,2006,463740
"MYS",2016,53817353,1150,447001
"MYS",2017,58711937,1455,473611
"MYS",2018,60481772,1359,474940
"MYS",2019,63623130,1379,498878
"MYS",2020,15893988,817,167785
"MYS",2021,4965361,1119,83982
"NAM",1991,455000,2,8100
"NAM",1992,163200,11,9400
"NAM",1993,178700,22,6300
"NAM",1994,198800,25,6300
"NAM",1995,224600,27,6800
"NAM",1996,236800,29,7200
"NAM",1997,214500,35,7400
"NAM",1998,213700,,7500
"NAM",1999,214100,37,5500
"NAM",2000,247147,76,5161
"NAM",2001,215237,75,5131
"NAM",2002,222009,21,5080
"NAM",2003,265655,46,6034
"NAM",2004,282915,56,6137
"NAM",2005,399280,0,6455
"NAM",2006,400947,0,6513
"NAM",2007,430741,,6942
"NAM",2008,452167,,5450
"NAM",2009,454855,0,5439
"NAM",2010,485849,0,8836
"NAM",2011,540868,1,9400
"NAM",2012,632330,1,11711
"NAM",2013,510000,1,8568
"NAM",2014,522216,34,9197
"NAM",2015,553322,30,10606
"NAM",2016,558713,21,11759
"NAM",2017,623076,22,13876
"NAM",2018,602893,26,14543
"NAM",2019,212578,7,1806
"NAM",2020,62263,2,593
"NAM",2021,2246,0,32
"NER",1973,57600,8,2700
"NER",1974,63500,11,2700
"NER",1975,69000,12,2700
"NER",1976,75400,13,2900
"NER",1977,83400,13,2800
"NER",1978,94200,15,2900
"NER",1979,99300,17,2900
"NER",1980,111100,18,3100
"NER",1981,114100,21,3000
"NER",1982,116300,21,2500
"NER",1983,117500,19,2500
"NER",1984,117700,17,2400
"NER",1985,73500,18,1100
"NER",1986,120000,16,2300
"NER",1987,111700,16,2200
"NER",1988,111300,16,2300
"NER",1989,74000,18,1100
"NER",1990,76300,18,500
"NER",1991,66300,16,1200
"NER",1992,66300,15,1100
"NER",1993,68200,14,1300
"NER",1994,69200,14,1300
"NER",1995,74100,15,1300
"NER",1996,75100,16,1500
"NER",1997,85500,15,1500
"NER",1998,90500,14,1500
"NER",1999,83900,14,1500
"NER",2000,77273,12,1518
"NER",2001,46364,7,716
"NER",2010,0,0,0
"NER",2011,0,0,0
"NER",2012,119652,1,1416
"NER",2013,87936,1,1044
"NER",2014,13228,,407
"NER",2015,15243,,469
"NER",2016,15044,,471
"NER",2017,14713,,471
"NER",2021,15019,1,447
"NGA",1973,314100,7,16900
"NGA",1974,430300,7,17200
"NGA",1975,590400,4,19200
"NGA",1976,800800,4,24900
"NGA",1977,1093900,4,30800
"NGA",1978,1441000,3,33500
"NGA",1979,1581300,4,35400
"NGA",1980,1938500,9,39100
"NGA",1981,2300200,16,37800
"NGA",1982,2138400,26,26700
"NGA",1983,2221300,33,28600
"NGA",1984,1945900,30,27700
"NGA",1985,2575000,29,37500
"NGA",1986,2134000,32,32600
"NGA",1987,1614400,37,30100
"NGA",1988,995000,30,19700
"NGA",1989,848900,17,15900
"NGA",1990,964800,24,17400
"NGA",1991,930000,28,14900
"NGA",1992,646500,10,12500
"NGA",1993,608400,10,11900
"NGA",1994,664800,7,11200
"NGA",1995,547900,2,6600
"NGA",1996,221200,5,5600
"NGA",1997,318200,5,6400
"NGA",1998,313400,27,7500
"NGA",1999,419700,10,8400
"NGA",2000,507396,9,12761
"NGA",2001,519453,3,10667
"NGA",2002,520278,9,13154
"NGA",2003,520263,10,8987
"NGA",2004,540461,10,8254
"NGA",2005,747648,10,10227
"NGA",2006,1307541,11,16045
"NGA",2007,1363435,10,16936
"NGA",2008,1460900,10,18005
"NGA",2009,1365343,8,16851
"NGA",2010,4197375,0,61789
"NGA",2011,4793913,0,68014
"NGA",2012,4716148,0,65632
"NGA",2013,4209624,12,59182
"NGA",2014,4462002,12,61512
"NGA",2015,4613169,25,61474
"NGA",2016,4110075,24,53971
"NGA",2017,4789878,22,53696
"NGA",2018,7786144,20,75595
"NGA",2019,6539048,2,68734
"NGA",2020,3435351,2,51519
"NGA",2021,4486313,2,74453
"NIC",1973,77500,2,10100
"NIC",1974,81000,2,10100
"NIC",1975,85000,2,10500
"NIC",1976,89000,2,9800
"NIC",1977,110000,2,5900
"NIC",1978,110000,2,5900
"NIC",1979,145000,2,5900
"NIC",1980,115000,1,4200
"NIC",1981,97000,1,3600
"NIC",1982,100000,1,1800
"NIC",1983,95000,1,1900
"NIC",1984,85000,1,2200
"NIC",1985,90000,1,2300
"NIC",1986,80900,1,2000
"NIC",1987,85000,1,2000
"NIC",1988,86500,1,2000
"NIC",1989,109500,2,3600
"NIC",1990,129600,4,3900
"NIC",1991,129600,4,3900
"NIC",1992,159200,7,4200
"NIC",1993,34000,4,600
"NIC",1994,43800,7,700
"NIC",1995,48200,9,800
"NIC",1996,51300,9,800
"NIC",1997,51300,9,800
"NIC",1998,51100,0,800
"NIC",1999,58700,0,500
"NIC",2000,61031,1,452
"NLD",1973,3682400,498,87500
"NLD",1974,3627100,609,88700
"NLD",1975,3827700,587,85100
"NLD",1976,4080900,632,85300
"NLD",1977,4452000,719,89100
"NLD",1978,4718300,787,93300
"NLD",1979,4918900,870,93100
"NLD",1980,4983800,947,93800
"NLD",1981,5058000,1046,91700
"NLD",1982,5201900,1032,97000
"NLD",1983,5278900,1194,96000
"NLD",1984,5654900,1392,94600
"NLD",1985,6027700,1404,98700
"NLD",1986,6382000,1509,102600
"NLD",1987,7403400,1734,118100
"NLD",1988,7860100,1882,121700
"NLD",1989,8253400,2003,122200
"NLD",1990,8559400,2129,115000
"NLD",1991,8893200,2224,130500
"NLD",1992,10087800,2397,173200
"NLD",1993,11774600,2771,189800
"NLD",1994,12894800,3204,176800
"NLD",1995,16377900,3742,203100
"NLD",1996,17114300,3902,206000
"NLD",1997,17889900,3893,185700
"NLD",1998,18675500,3833,188200
"NLD",1999,19741200,4053,224400
"NLD",2000,20898713,4367,229386
"NLD",2001,20072980,4116,222539
"NLD",2002,22931166,4204,250114
"NLD",2003,23454932,4331,248246
"NLD",2004,25595676,4780,254647
"NLD",2005,26132696,4894,241084
"NLD",2006,27454451,4959,250811
"NLD",2007,28857440,5006,259827
"NLD",2008,29601230,4903,262848
"NLD",2009,29108547,4520,291713
"NLD",2010,26979677,6444,268542
"NLD",2011,29959476,6347,293886
"NLD",2012,31672224,6015,307221
"NLD",2013,33455251,5754,312910
"NLD",2014,33956338,5726,304795
"NLD",2015,35687843,5293,309089
"NLD",2016,40078714,4746,334240
"NLD",2017,42763443,5855,342097
"NLD",2018,44417574,5887,330963
"NLD",2019,46358458,5656,361156
"NLD",2020,14748517,4145,170981
"NLD",2021,19349166,4346,206208
"NOR",1973,3342600,85,120900
"NOR",1974,3367500,96,126900
"NOR",1975,3530400,91,137700
"NOR",1976,3853500,105,141700
"NOR",1977,4192500,117,149700
"NOR",1978,4487400,129,150000
"NOR",1979,4866900,125,167800
"NOR",1980,4804400,120,171100
"NOR",1981,4979400,125,158800
"NOR",1982,5210400,120,161100
"NOR",1983,5610800,116,169400
"NOR",1984,6113900,121,177100
"NOR",1985,6799700,122,190500
"NOR",1986,7485200,124,229900
"NOR",1987,8146000,116,233300
"NOR",1988,8261000,121,222600
"NOR",1989,8300000,128,221400
"NOR",1990,8928500,130,233500
"NOR",1991,8857300,123,228000
"NOR",1992,9661200,118,253700
"NOR",1993,10383600,127,249800
"NOR",1994,11133100,136,259200
"NOR",1995,11695500,139,266500
"NOR",1996,12727300,177,279500
"NOR",1997,13759000,206,301500
"NOR",1998,14291500,203,305100
"NOR",1999,15009600,201,334500
"NOR",2000,15182305,201,320753
"NOR",2001,14556181,185,306511
"NOR",2002,13699204,185,270045
"NOR",2003,12805757,175,248403
"NOR",2004,12277222,177,254045
"NPL",1973,250000,0,12000
"NPL",1974,263000,1,12000
"NPL",1975,219700,2,11800
"NPL",1976,248300,1,12200
"NPL",1977,255000,2,12300
"NPL",1978,270000,2,12900
"NPL",1979,416500,2,16800
"NPL",1980,379900,2,17600
"NPL",1981,364500,3,17000
"NPL",1982,400200,3,16900
"NPL",1983,363700,4,16600
"NPL",1984,395500,5,19500
"NPL",1985,422000,7,20300
"NPL",1986,436200,6,20300
"NPL",1987,408800,6,16600
"NPL",1988,987800,28,24000
"NPL",1989,679100,10,25800
"NPL",1990,679000,11,25800
"NPL",1991,633900,24,23000
"NPL",1992,648800,14,22300
"NPL",1993,633100,18,21800
"NPL",1994,682600,16,25900
"NPL",1995,716700,17,27200
"NPL",1996,755000,18,28400
"NPL",1997,755000,18,28400
"NPL",1998,753600,16,28600
"NPL",1999,582600,16,12000
"NPL",2000,643332,17,12130
"NPL",2001,641142,16,12306
"NPL",2002,352544,5,4324
"NPL",2003,356369,6,4912
"NPL",2004,444691,7,5846
"NPL",2005,480266,7,6255
"NPL",2006,509792,7,6920
"NPL",2007,528226,8,6918
"NPL",2008,520303,7,6952
"NPL",2009,484394,6,6804
"NPL",2010,917939,6,45990
"NPL",2011,901116,6,44126
"NPL",2012,776864,6,34745
"NPL",2013,643140,6,30612
"NPL",2014,517548,5,19560
"NPL",2015,510342,5,19395
"NPL",2016,634292,5,24063
"NPL",2017,2443631,5,58880
"NPL",2018,4525805,9,97598
"NPL",2019,1659671,6,27035
"NPL",2020,1989284,14,35894
"NPL",2021,2550505,17,28642
"NRU",2009,210424,3,1998
"NRU",2010,30196,6,342
"NRU",2011,34884,8,399
"NRU",2012,19335,8,116
"NRU",2013,16488,7,96
"NRU",2014,34572,7,612
"NRU",2015,38859,8,707
"NRU",2016,47252,10,862
"NRU",2017,45457,8,842
"NRU",2018,40290,10,1023
"NRU",2019,50668,2,1351
"NRU",2020,9356,3,335
"NRU",2021,3344,3,255
"NZL",1973,2544400,69,96900
"NZL",1974,2961300,110,103700
"NZL",1975,3047400,114,103400
"NZL",1976,3023200,137,98100
"NZL",1977,3198500,141,89100
"NZL",1978,3399500,164,90200
"NZL",1979,3807300,176,91500
"NZL",1980,3497500,186,87700
"NZL",1981,3316100,200,78000
"NZL",1982,3073900,221,75000
"NZL",1983,3222000,263,78600
"NZL",1984,3764900,288,90500
"NZL",1985,4158600,305,96200
"NZL",1986,4527300,319,93100
"NZL",1987,4812300,335,98700
"NZL",1988,5093600,320,111500
"NZL",1989,5723500,317,126500
"NZL",1990,5865600,325,128300
"NZL",1991,5370800,380,109200
"NZL",1992,5784400,410,122900
"NZL",1993,6290800,473,123600
"NZL",1994,7716100,556,125800
"NZL",1995,7676600,580,127600
"NZL",1996,9597000,745,187400
"NZL",1997,9435400,928,256800
"NZL",1998,8654900,826,236100
"NZL",1999,9565600,856,227500
"NZL",2000,10781314,817,240046
"NZL",2001,11467023,763,266139
"NZL",2002,11285424,688,242720
"NZL",2003,12259437,801,247388
"NZL",2004,11305401,749,196657
"NZL",2005,11951935,781,209469
"NZL",2006,12382205,819,220990
"NZL",2007,12545766,868,219243
"NZL",2008,12950904,921,220375
"NZL",2009,12104116,799,217178
"NZL",2010,13295185,469,207872
"NZL",2011,13747024,893,206937
"NZL",2012,13937354,975,203388
"NZL",2013,14434056,935,203520
"NZL",2014,13618712,999,189722
"NZL",2015,14385078,1155,186209
"NZL",2016,15300409,1232,181125
"NZL",2017,16271523,1336,184762
"NZL",2018,17249050,1349,187851
"NZL",2019,17763604,1208,192514
"NZL",2020,8516620,774,123038
"NZL",2021,8729635,318,135903
"OMN",1974,127500,2,4700
"OMN",1975,173000,4,5400
"OMN",1976,240100,7,6200
"OMN",1977,299800,8,6300
"OMN",1978,374500,10,7200
"OMN",1979,456500,14,8300
"OMN",1980,521500,26,9500
"OMN",1981,577800,21,10000
"OMN",1982,569800,22,8700
"OMN",1983,601800,24,9500
"OMN",1984,674200,31,10100
"OMN",1985,717500,33,10500
"OMN",1986,647400,31,9600
"OMN",1987,699200,32,10200
"OMN",1988,776400,34,10800
"OMN",1989,834800,40,11400
"OMN",1990,852900,44,12300
"OMN",1991,957500,51,11400
"OMN",1992,1081100,70,14400
"OMN",1993,1180000,88,16200
"OMN",1994,1511800,122,18800
"OMN",1995,1452900,133,15700
"OMN",1996,1620200,106,17900
"OMN",1997,1678400,100,17500
"OMN",1998,1849300,110,16300
"OMN",1999,1933100,126,22200
"OMN",2000,2118338,152,22322
"OMN",2001,1980076,143,23213
"OMN",2002,2103559,130,23168
"OMN",2003,2777424,190,27751
"OMN",2004,3267088,235,31871
"OMN",2009,2360682,39,25542
"OMN",2010,3262849,107,32850
"OMN",2011,3795755,172,35560
"OMN",2012,4430383,241,39638
"OMN",2013,4994729,251,46816
"OMN",2014,5051804,292,47126
"OMN",2015,6365784,412,56544
"OMN",2016,7709851,425,61956
"OMN",2017,9035230,435,71293
"OMN",2018,10438241,510,76672
"OMN",2019,11239996,567,79436
"OMN",2020,2496069,52,19013
"OMN",2021,2075390,254,18219
"PAK",1973,805200,71,24300
"PAK",1974,1047700,90,26700
"PAK",1975,1451800,125,32000
"PAK",1976,1947400,144,37300
"PAK",1977,2303700,162,39900
"PAK",1978,2656300,195,43100
"PAK",1979,2773100,215,45000
"PAK",1980,3029200,235,45300
"PAK",1981,3096800,248,40600
"PAK",1982,3328800,224,41200
"PAK",1983,3466900,230,43800
"PAK",1984,3641900,271,45100
"PAK",1985,3839400,310,48200
"PAK",1986,4127200,320,52000
"PAK",1987,4434400,328,53800
"PAK",1988,4889400,389,60700
"PAK",1989,5009000,419,62500
"PAK",1990,5180200,420,66100
"PAK",1991,5197700,373,65700
"PAK",1992,5680600,399,69700
"PAK",1993,5647100,408,70300
"PAK",1994,5663700,442,69200
"PAK",1995,5342600,446,69400
"PAK",1996,5375000,427,70000
"PAK",1997,5882500,423,73300
"PAK",1998,5414100,402,68600
"PAK",1999,5850000,332,74400
"PAK",2000,5293541,340,63956
"PAK",2001,6011849,371,52616
"PAK",2002,4141009,347,41917
"PAK",2003,4522110,347,44731
"PAK",2004,5097477,402,50309
"PAK",2005,5364134,408,48905
"PAK",2006,5714831,427,51296
"PAK",2007,5439144,314,51029
"PAK",2008,5605758,320,52165
"PAK",2009,5303268,304,50939
"PAK",2010,6588114,333,64932
"PAK",2011,7940545,298,72695
"PAK",2012,7973906,286,72232
"PAK",2013,7833901,293,61820
"PAK",2014,7670348,205,57956
"PAK",2015,8467827,183,65749
"PAK",2016,9628354,175,70005
"PAK",2017,7260769,215,51019
"PAK",2018,6880637,218,48542
"PAK",2019,7420378,193,49749
"PAK",2020,3711457,96,27904
"PAK",2021,4930662,76,36261
"PAN",1973,217500,3,11500
"PAN",1974,275700,4,11500
"PAN",1975,357100,5,9300
"PAN",1976,374100,5,10900
"PAN",1977,347400,4,11700
"PAN",1978,365700,4,10600
"PAN",1979,381300,5,11300
"PAN",1980,355200,3,8700
"PAN",1981,309200,15,6500
"PAN",1982,332200,14,9700
"PAN",1983,323400,2,6800
"PAN",1984,371600,4,6800
"PAN",1985,390300,4,6900
"PAN",1986,364200,9,7000
"PAN",1987,370800,15,7000
"PAN",1988,382000,14,7200
"PAN",1989,372500,14,6900
"PAN",1990,265800,3,5400
"PAN",1991,342700,4,5500
"PAN",1992,282700,5,7500
"PAN",1993,320500,5,9500
"PAN",1994,519900,7,10700
"PAN",1995,661200,9,16400
"PAN",1996,688800,18,16600
"PAN",1997,772200,32,17800
"PAN",1998,859900,12,21700
"PAN",1999,932500,15,21200
"PAN",2000,1117411,22,25225
"PAN",2001,1114727,25,24867
"PAN",2002,1047843,22,21883
"PAN",2003,1416071,20,25702
"PAN",2004,1500673,34,27434
"PAN",2005,1795958,37,30392
"PAN",2006,2028711,36,33003
